commit	date	paths	disposition	reason	decision_threads	evidence_ids
5b4db3390c26691a14f04f39f0a46480a28f303e	2026-06-20T10:28:30+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Implementation approval is granted and implemented for the disabled-by-default explicit opt-in Qdrant route module with a prerequisite evidence gate; the five plus one pending expectations become active tests while production activation stays unapproved.	T-18	E-0262
655c609e02e47bed9e89390d7389b54bfd0490d1	2026-06-20T10:39:15+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Documents the no-real-traffic readiness model: shadow serving and traffic mirroring become future-only non-blocking because the project context has no production traffic, replacing the earlier shadow-baseline gate framing with offline curated-query readiness evidence.	T-22	E-0263
821e11869bce8813b2055ef3abe427750a3e695a	2026-06-20T11:07:46+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/local/QDRANT_EXPLICIT_OPTIN_ROUTE_SMOKE_CHECKLIST.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Creates the operator smoke checklist owner for the opt-in route, refreshes exact full-suite totals in canonical docs (1189/2 pending), and removes stale pending-only wording; new operational documentary owner plus status sync.	T-15,T-18	E-0264
b129df9edb81b18a425bbcbdca0f79cc1920e527	2026-06-20T12:20:46+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/QDRANT_EXPLICIT_OPTIN_ROUTE_SMOKE_CHECKLIST.md;docs/local/QDRANT_PRODUCTION_ACTIVATION_DECISION_CRITERIA.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Creates the production activation decision-criteria owner keeping any future default-route switch behind stricter separate approval and interpreting existing green evidence narrowly.	T-18	E-0265
cba52b3fc9d0723c9fc72aa988be9579c25545ad	2026-06-20T12:40:26+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/QDRANT_PRODUCTION_ACTIVATION_DECISION_CRITERIA.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Creates the ES+Qdrant+hybrid end-state roadmap owner translating user goals into an M8-M17 future ladder (telemetry, query classification, routing, fusion, controlled hybrid, online optimization), doubling the documented roadmap horizon while restating that everything past M7 is future work.	T-22	E-0266
b58a43693f57953c2013d7edffebced6dad43281	2026-06-20T12:43:41+02:00	docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md	clerical	RJ — Inspected compaction of the just-created roadmap: ten separate not-implemented bullets merged into one sentence and one intensifier dropped; no semantic change.		
8078c2e7399158309c7cc272bea5f83ba648566e	2026-06-20T12:51:32+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Creates the 322-line paired M8/M9 planning owner defining shared telemetry/offline-eval attribution vocabulary, planned metric/event families, dataset coverage and per-query-class reporting requirements.	T-17	E-0267
64b19b5d6dcd9de56c016ff658dfd598025b90e1	2026-06-20T13:04:59+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Records the first pure M8/M9 shared vocabulary/query-class/metric/event contract family as implemented with an explicit vocabulary-only non-serving boundary.	T-17	E-0268
1facc99bd8c6a37be61c1785cf19f4f029e88b61	2026-06-20T20:37:02+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents the stable-versioned M9 saved dataset/report format and deterministic markdown renderer as implemented contracts without backend execution.	T-17	E-0269
9252cdc6da8b2297c0469bd876c59fe30091d3ef	2026-06-20T20:48:58+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents the pure static/in-memory M9 runner skeleton with deterministic validation as the next implemented offline slice.	T-17	E-0270
a6fd5a168b3f19e290fd8cd86b536c667edef95e	2026-06-20T21:06:11+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents canonical static fixtures and a checked-in example artifact with sample_not_for_activation semantics preventing fixture misuse as activation evidence.	T-17	E-0271
c7368dfa63f0d766bfd98c4f2e999cbc49377e09	2026-06-20T21:14:09+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_DOCS_INVENTORY_AND_CONSOLIDATION_MAP.md	deep	RJ — Creates the docs inventory/consolidation map owner establishing a reading order and per-topic canonical-owner authority list, plus explicit do-not-delete classifications.	T-04,T-44	E-0272
aa3790d7710fbabce51251eda55ec21563f26274	2026-06-20T21:29:31+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/local/BEAUTYQ_DOCS_INVENTORY_AND_CONSOLIDATION_MAP.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/local/QDRANT_EXPLICIT_OPTIN_ROUTE_SMOKE_CHECKLIST.md;docs/search-dsl-hybrid-v1-plan.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Adds the M9 backend-runner execution-seam plan with attribution rules and stop conditions (no hidden fallback, no failure rewritten as success, offline metrics never production quality) inside the plan owner.	T-17	E-0273
92cfbf678fc645ef1aae4199f946917862a7db6f	2026-06-20T21:47:42+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Backend-runner interfaces become implemented value contracts plus manual/static adapter, and the plan section heading drops its Future prefix while re-titling the seam status.	T-17	E-0274
987e5cfd937abb278fa06ab7be8a1f35dbc47f3b	2026-06-20T22:02:01+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents the pure M8 telemetry schema renderer/static adapter with conditional-future metric marking as an implemented descriptive-only slice.	T-17	E-0275
ebaca7fdbea08517a07de3d5330d055af844b407	2026-06-20T22:06:29+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_DOCS_INVENTORY_AND_CONSOLIDATION_MAP.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Specifies the planned real ES/Qdrant offline adapter seams with input/output attribution requirements and expanded stop conditions (no production route as test harness, no hidden fallback).	T-17	E-0276
48c80227d091427c153d1d29124632da8c205972	2026-06-20T22:18:41+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents implemented pure ES/Qdrant offline adapter skeletons with failures-as-data and source/mode attribution validation before any real client work.	T-17	E-0277
906622bfd69f9e9355e68b4221cba86ff9021799	2026-06-20T22:33:04+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Moves adapter failure fixtures from implementation candidate to implemented via the failure-matrix contract, hardening expectations before real backend clients exist.	T-17	E-0278
ec09529bcacd245dbaaa4b8ec4718288bb716af6	2026-06-20T22:38:41+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Designs the real-adapter execution gate (env-flag enablement, required-input table, stop conditions) as planning only with Option122 numbering recorded in canonical docs.	T-17	E-0279
307d94e945ab332a314e51a2a463e8a03674afcc	2026-06-20T22:56:49+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents the resource-gated real-backend spike scaffold as implemented with default-disabled denial and not-configured evidence as data; refreshes exact full-suite totals (1269).	T-17	E-0280
04fb1a25bd412f125047ec8af88407df9b25d976	2026-06-20T23:22:54+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Documents gated spike saved-report artifact capture with byte-for-byte checked-in no-success artifacts and updates the numbered slice table.	T-17	E-0281
496ae44cb3c50bb1cfaef0a0b91664e62b48c443	2026-06-20T23:35:17+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents ES-only gated smoke evidence with no-fake-success and attribution guarantees plus a checked-in not-configured artifact.	T-17	E-0282
d8eb7bf67a37f5bc801dd92647f493b812038343	2026-06-20T23:48:34+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Mirrors the gated smoke evidence contract for Qdrant-only runs, adding embedding/vector prerequisite absence as warning data.	T-17	E-0283
e978e3c0bbd99a6a1541d27e5a9ef96e2257213c	2026-06-21T00:04:32+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/search-dsl-hybrid-v1-plan.md	deep	RJ — Documents the combined ES/Qdrant gated smoke evidence index artifact layer that summarizes per-backend not-configured evidence without claiming hybrid/fallback/fusion.	T-17	E-0284
2cbb27c49620e170a7f51b82a06f27b7ccb4e7d0	2026-06-21T11:09:30+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Registers the uploaded 63-query multilingual BeautyQ eval dataset as a checked-in offline fixture with pure metadata constants and deferred JSON parsing; a user-supplied dataset becomes corpus evidence.	T-17	E-0285
9a5d7a39f0afcbec6a357ee063b31f1eb6c1950d	2026-06-21T11:27:23+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	semantic-scan	RJ — Representative static-row mapping introduces manual/unknown attribution rows and a checked-in artifact while deferring full expansion and JSON parsing.	T-17	E-0286
b52b7865301f02b13ae40d7e4aed7660892f6e9e	2026-06-21T11:56:54+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	semantic-scan	RJ — Expands the static-row mapping to all 63 query ids with placeholders plus three anchors; quantitative continuation of the established pattern with the same boundaries.		
248af49edad5fc0d5ff1e4678e13d64cedffafcd	2026-06-21T13:52:51+02:00	AGENTS.md;docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — AGENTS adds a search/eval task-named-reading scope rule plus sbt command-hygiene and no-setup-probe governance rules, and the handoff records the static scorecard contract that explicitly counts 60 placeholder-only rows and zero backend evidence.	T-16,T-17	E-0287,E-0288
091f038bff9f9c7fe8f838a9fa81520372e803f6	2026-06-21T14:10:33+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Real-call checkpoint contract: default not eligible without explicit resource config, offline/resource-gated eligibility only, and operator approval required for combined comparison.	T-17	E-0289
55addc0a308f0179f57052b031ed3be9de583796	2026-06-21T14:22:10+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	clerical	RJ — Inspected consolidation of duplicated M9 evidence wording into the canonical handoff/plan summaries with all verdict constants preserved; editorial compaction of already-relevant material.		
3ac96d0560686dea7a3059b1d21d37938a34d66a	2026-06-21T23:17:18+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Closes the real-resource smoke evidence chain (prerequisites audit, evidence schema, deterministic renderer) whose default artifact can only render blocked/skip, never success; totals update to 1398.	T-17	E-0290
b2bbe7fe56cdb7daa282a1fe0d2a8ac74bdd38c8	2026-06-21T23:43:23+02:00	docs/local/M9_REAL_RESOURCE_SMOKE_RUNBOOK.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Creates the future-only operator real-resource smoke runbook owner defining per-mode prerequisites and pending-execution semantics.	T-17	E-0291
835e70e9a57c2f1639e9792cb2606ab22ffd9f45	2026-06-22T00:11:58+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/M9_REAL_RESOURCE_SMOKE_RUNBOOK.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Closes the real-resource execution gate milestone as planning/reporting only with three gate designs capped at pending_explicit_execution_task; totals 1440.	T-17	E-0292
f63ab40b0fb0ee4b02e0d35b84fc39333e92187f	2026-06-22T10:22:12+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Closes M10 with a full 63-query classification count table in the handoff (48 mixed-intent, one negative-control exclusion), establishing offline routing-policy semantics explicitly not touching production routing.	T-22	E-0293
a1d3c5c156270ea56a317480980367fe2babf422	2026-06-22T10:59:45+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Closes M11 as offline request/result placeholder contracts, replacing the original M11 intent bullets (top-N/top-M generation, dedup, attribution, stable empty/error, opt-in only) with a closed planning-only description; a roadmap-content rewrite relevant to transfer audit.	T-22	E-0294
3ee3366b3d9c5d04b07db1de59d0ad5582355db9	2026-06-22T14:03:44+02:00	AGENTS.md	semantic-scan	RJ — AGENTS adds an in-repo scratch/temp-artifact governance rule (no explicit absolute scratch/device paths for repo work/validation); an operational-governance addition in the historical AGENTS lineage.	T-43	E-0518
182482a58ef2b38c6afb1dcb2853b868386f46c3	2026-06-22T15:01:10+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — Canonical M12 fusion/reranking planning closeout: schema-only policy catalog and experiment-plan counts with explicit no-execution/no-fabrication boundaries recorded once in the handoff.	T-18,T-22	E-0295
8ac06aef23a7a472eb72f2018cda67885df3891b	2026-06-22T15:47:32+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — M13A controlled opt-in route planning closeout with five route-planning states and denied drift classes, explicitly not treating M12 placeholder rows as quality evidence.	T-18,T-22	E-0296
eb2d792a31d26a7c0fd9559a7685a5e502b1d94a	2026-06-22T19:05:38+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — M14 acceptance supersedes the same-day Candidate A runtime-gate deferral: a disabled-by-default BeautySearchServingGate with HTTP 503 enabled-not-ready semantics and local/dev-only fallback policy is documented, closing the last pending operator-visibility expectations.	T-20,T-21	E-0297
9f9e24e047fab009e265f68989845628d77b45c8	2026-06-22T19:17:40+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_M15_SERVING_READINESS_MANUAL_SMOKE_CHECKLIST.md	deep	RJ — Creates the M15 manual serving-readiness smoke checklist owner restating the gate-state/status-code table as an operational artifact.	T-21	E-0298
7c9ba7df7059632c3e63db4799b3acfc55d0a6ae	2026-06-22T19:24:06+02:00	docs/local/BEAUTYQ_M15_SERVING_READINESS_MANUAL_SMOKE_CHECKLIST.md	clerical	RJ — Inspected same-evening trim of duplicated M14 prose from the new checklist, replaced by a canonical-handoff pointer with the gate facts kept for the smoke table; mechanical de-duplication of already-relevant material.		
35c7a3747d24785f2a1d067726a675e11d345917	2026-06-22T21:14:32+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/local/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/local/BEAUTYQ_M15_SERVING_READINESS_MANUAL_SMOKE_CHECKLIST.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md	deep	RJ — M15 checklist deleted two hours after creation as superseded by executable M16B evidence ids, M16 selector surface folded into the handoff as sole source truth, and the M14/M16 milestone-name collision across tracks is acknowledged in writing.	T-21,T-44	E-0299
868776963557a36a8e11b7fc74cb4a6a24f8a8d1	2026-06-22T21:22:54+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md	semantic-scan	RJ — Records M16D/M17A closeout and the newest full-suite totals (1693/0/0/1/0 pending) superseding the 1189 snapshot; a status-total update in the canonical handoff.	T-04,T-15,T-17,T-22	E-0300
d144633b1646e7684d67d439ab61c2cda26a780a	2026-06-22T22:01:49+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md;docs/codebase-review/ES_OPERATOR_VISIBILITY_ENDPOINT_POLICY.md;docs/codebase-review/ES_OPERATOR_VISIBILITY_IMPLEMENTATION_SOURCE_CONFIRMATION.md;docs/codebase-review/ES_OPERATOR_VISIBILITY_SOURCE_CONFIRMATION.md;docs/codebase-review/ES_RUNTIME_ROUTE_GATE_POLICY.md;docs/codebase-review/ES_STARTUP_SERVING_GATE_DESIGN.md;docs/codebase-review/ES_STARTUP_SERVING_GATE_SOURCE_CONFIRMATION.md;docs/codebase-review/INVENTORY.md;docs/codebase-review/M5_ES_LIFECYCLE_CHECKPOINT.md;docs/codebase-review/PASS_3_AUDIT.md;docs/codebase-review/README.md;docs/codebase-review/REVIEW_NOTES.md;docs/local/BEAUTYQ_DOCS_INVENTORY_AND_CONSOLIDATION_MAP.md;docs/local/BEAUTYQ_M9_REAL_RESOURCE_SMOKE_RUNBOOK.md;docs/local/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md;docs/local/QDRANT_EXPLICIT_OPTIN_ROUTE_SMOKE_CHECKLIST.md;docs/search-dsl-hybrid-v1-plan.md;docs/search-dsl-qdrant-vector-backend.md	deep	RJ — Massive prune of the just-created design layer: the nine ES lifecycle/gate/operator-visibility design owners plus PASS_3_AUDIT, REVIEW_NOTES and the docs-inventory map are deleted as superseded leftovers, three plan docs move from local to codebase-review, the Candidate A deferral and Option77 statements are rewritten to historical/superseded framing, and destination is claimed to be handoff section 0; a first-order transfer-audit event whose claimed absorption needs destination verification.	T-20,T-44	E-0301
bd72b8972e2aae66eeeaf2e94d42445de19869b0	2026-06-22T22:24:25+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md;docs/codebase-review/INVENTORY.md;docs/codebase-review/M8_M9_TELEMETRY_AND_OFFLINE_EVAL_PLAN.md;docs/codebase-review/QDRANT_PRODUCTION_ACTIVATION_DECISION_CRITERIA.md	deep	RJ — Declares a history-compression policy (retain final result, drop option-by-option archaeology), rewrites the canonical handoff around the final accepted state and compacts duplicate milestone prose across six owners.	T-44	E-0302
b21659af2cf17999c1a51cb2854847f905be1827	2026-06-22T23:04:36+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/BEAUTYQ_ES_QDRANT_HYBRID_RETRIEVAL_ROADMAP.md	deep	RJ — Records an M17 scope-drift correction: M17 closed the gate/foundation track, not the original hybrid goal, and renames the colliding roadmap phases to M18-M21.	T-22	E-0303
